167.464	167.422	167.383	167.347	167.313	167.281	167.25	167.223	167.197	167.176	167.154	167.14	167.127	167.116	167.112	167.111	167.108	167.115	167.122	167.133	167.144	167.163	167.184	167.207	167.228	167.253	167.284	167.314	167.353	167.393	167.431	167.479	167.527	167.576	167.63	167.685	167.783	167.912	168.045	168.18	168.319	168.465	168.609	168.757	168.896	169.05	169.186	169.337	169.474	169.608	169.755	169.88	170.015	170.146	170.27	170.397	170.521	170.641	170.757	170.868	170.972	171.072	171.17	171.258	171.344	171.416	171.485	171.551	171.611	171.662	171.708	171.749	171.785	171.817	171.837	171.857	171.87	171.875	171.874	171.867	171.856	171.835	171.81	171.78	171.743	171.701	171.658	171.603	171.545	171.479	171.411	171.337	171.258	171.173	171.085	170.994	170.899	170.799	170.695	170.59	170.481	170.37	170.256	170.141	170.026	169.907	169.789	169.673	169.58	169.525	169.471	169.416	169.361	169.302	169.243	169.185	169.122	169.062	168.999	168.94	168.877	168.813	168.75	168.686	168.618	168.557	168.489	168.425	168.359	168.296	168.234	168.171	168.107	168.041	167.979	167.918	167.861	167.809	167.754	167.706	167.654	167.605	167.556	167.511	
164.965	164.833	164.716	164.612	164.514	164.429	164.344	164.273	164.207	164.154	164.109	164.074	164.049	164.032	164.024	164.026	164.037	164.058	164.086	164.123	164.17	164.223	164.29	164.363	164.445	164.535	164.635	164.743	164.857	164.981	165.112	165.252	165.397	165.551	165.709	165.874	166.17	166.592	167.038	167.496	167.968	168.443	168.92	169.393	169.855	170.328	170.768	171.22	171.649	172.061	172.467	172.864	173.258	173.641	174.01	174.371	174.725	175.066	175.392	175.705	176.003	176.286	176.554	176.812	177.058	177.287	177.497	177.686	177.855	178.004	178.135	178.246	178.334	178.405	178.452	178.481	178.491	178.483	178.457	178.411	178.347	178.263	178.165	178.048	177.919	177.772	177.61	177.432	177.241	177.037	176.818	176.589	176.347	176.095	175.828	175.545	175.252	174.949	174.637	174.314	173.987	173.65	173.315	172.971	172.618	172.267	171.917	171.576	171.331	171.178	171.022	170.862	170.695	170.528	170.356	170.178	170	169.822	169.64	169.455	169.271	169.08	168.887	168.693	168.492	168.296	168.097	167.898	167.698	167.509	167.325	167.143	166.961	166.772	166.587	166.409	166.238	166.072	165.903	165.733	165.565	165.404	165.258	165.106	
162.405	162.214	162.023	161.848	161.68	161.528	161.383	161.254	161.144	161.047	160.964	160.897	160.851	160.822	160.81	160.817	160.84	160.879	160.933	161.004	161.091	161.193	161.31	161.443	161.586	161.745	161.915	162.105	162.308	162.524	162.753	162.994	163.244	163.506	163.777	164.062	164.574	165.333	166.131	166.944	167.772	168.603	169.416	170.225	171.023	171.818	172.582	173.33	174.071	174.802	175.517	176.213	176.891	177.562	178.211	178.823	179.41	179.967	180.511	181.029	181.519	181.966	182.407	182.81	183.181	183.518	183.814	184.092	184.33	184.531	184.694	184.824	184.925	184.999	185.047	185.068	185.058	185.027	184.969	184.884	184.768	184.628	184.456	184.25	184.031	183.787	183.516	183.214	182.884	182.526	182.146	181.74	181.306	180.862	180.395	179.912	179.41	178.896	178.372	177.836	177.293	176.748	176.194	175.635	175.074	174.515	173.955	173.402	173.016	172.772	172.518	172.256	171.98	171.699	171.409	171.113	170.808	170.493	170.176	169.865	169.553	169.24	168.921	168.605	168.286	167.965	167.639	167.311	166.974	166.654	166.35	166.045	165.736	165.421	165.126	164.826	164.533	164.247	163.962	163.672	163.387	163.125	162.869	162.626	
159.908	159.621	159.343	159.088	158.847	158.623	158.418	158.233	158.07	157.93	157.816	157.729	157.667	157.631	157.614	157.62	157.648	157.699	157.769	157.862	157.976	158.115	158.275	158.458	158.664	158.895	159.149	159.425	159.719	160.032	160.367	160.72	161.083	161.463	161.856	162.267	163.015	164.153	165.344	166.557	167.779	168.966	170.136	171.318	172.468	173.588	174.702	175.808	176.883	177.93	178.927	179.89	180.825	181.727	182.613	183.474	184.275	185.023	185.693	186.301	186.879	187.412	187.943	188.422	188.851	189.237	189.58	189.89	190.156	190.387	190.563	190.698	190.809	190.879	190.925	190.935	190.908	190.852	190.763	190.631	190.463	190.253	190.022	189.754	189.453	189.111	188.755	188.362	187.942	187.49	187.019	186.519	185.977	185.393	184.774	184.119	183.438	182.715	181.967	181.214	180.453	179.689	178.928	178.167	177.408	176.655	175.906	175.18	174.683	174.376	174.058	173.716	173.355	172.979	172.589	172.183	171.77	171.335	170.891	170.44	169.981	169.515	169.049	168.578	168.103	167.635	167.186	166.745	166.291	165.827	165.395	164.958	164.525	164.091	163.667	163.245	162.837	162.433	162.038	161.639	161.25	160.893	160.54	160.208	
157.495	157.117	156.769	156.427	156.116	155.832	155.564	155.32	155.106	154.916	154.755	154.63	154.539	154.481	154.454	154.453	154.479	154.535	154.623	154.744	154.897	155.083	155.3	155.55	155.827	156.131	156.461	156.815	157.198	157.605	158.036	158.491	158.97	159.473	159.992	160.542	161.544	163.082	164.688	166.311	167.921	169.495	171.068	172.624	174.15	175.623	177.082	178.488	179.842	181.182	182.498	183.74	184.945	186.003	186.976	187.92	188.845	189.709	190.51	191.276	191.99	192.637	193.237	193.786	194.288	194.753	195.181	195.539	195.862	196.115	196.305	196.448	196.544	196.62	196.667	196.638	196.582	196.464	196.31	196.12	195.875	195.592	195.276	194.912	194.52	194.088	193.61	193.056	192.497	191.868	191.233	190.576	189.897	189.198	188.485	187.738	186.971	186.158	185.273	184.347	183.393	182.416	181.434	180.447	179.488	178.545	177.622	176.73	176.133	175.779	175.403	175.003	174.579	174.133	173.664	173.175	172.669	172.137	171.583	171.013	170.427	169.842	169.256	168.655	168.041	167.417	166.809	166.201	165.611	165.039	164.47	163.912	163.352	162.806	162.275	161.731	161.206	160.691	160.187	159.677	159.193	158.748	158.298	157.893	
155.21	154.756	154.321	153.924	153.553	153.205	152.862	152.549	152.277	152.049	151.86	151.708	151.591	151.512	151.462	151.448	151.476	151.545	151.657	151.817	152.01	152.24	152.508	152.81	153.147	153.515	153.913	154.343	154.807	155.308	155.84	156.4	156.987	157.606	158.251	158.926	160.2	162.166	164.195	166.243	168.253	170.236	172.205	174.152	176.029	177.865	179.625	181.32	182.995	184.627	186.108	187.466	188.758	189.982	191.17	192.354	193.419	194.371	195.274	196.171	197.03	197.814	198.575	199.198	199.81	200.321	200.777	201.174	201.475	201.751	201.98	202.128	202.248	202.323	202.328	202.305	202.202	202.034	201.784	201.518	201.182	200.796	200.349	199.853	199.319	198.742	198.13	197.481	196.771	196.061	195.318	194.532	193.681	192.766	191.83	190.911	189.978	189.045	188.097	187.093	186.045	184.906	183.727	182.537	181.345	180.187	179.061	177.996	177.277	176.863	176.424	175.971	175.494	174.993	174.471	173.927	173.355	172.761	172.144	171.502	170.827	170.139	169.456	168.75	168.025	167.288	166.54	165.769	165.018	164.294	163.597	162.94	162.27	161.618	160.988	160.336	159.708	159.086	158.468	157.853	157.274	156.735	156.197	155.696	
153.125	152.594	152.108	151.644	151.18	150.751	150.351	149.996	149.679	149.404	149.171	148.982	148.832	148.725	148.666	148.664	148.708	148.787	148.909	149.07	149.281	149.536	149.838	150.179	150.561	150.989	151.459	151.975	152.533	153.137	153.775	154.45	155.155	155.893	156.666	157.475	159.039	161.443	163.906	166.385	168.814	171.203	173.555	175.909	178.185	180.317	182.36	184.38	186.231	187.889	189.494	191.061	192.62	194.006	195.34	196.656	197.911	199.129	200.218	201.24	202.2	203.029	203.807	204.533	205.202	205.767	206.282	206.728	207.115	207.412	207.655	207.841	207.982	208.02	207.983	207.864	207.66	207.4	207.101	206.778	206.367	205.904	205.404	204.846	204.235	203.561	202.799	201.988	201.115	200.172	199.212	198.25	197.255	196.227	195.188	194.069	192.927	191.783	190.643	189.514	188.383	187.19	185.912	184.542	183.178	181.806	180.495	179.265	178.447	177.96	177.449	176.908	176.351	175.777	175.178	174.561	173.917	173.245	172.559	171.845	171.104	170.333	169.55	168.777	167.98	167.158	166.324	165.476	164.6	163.71	162.866	162.057	161.294	160.555	159.818	159.079	158.343	157.612	156.895	156.185	155.507	154.872	154.251	153.669	
151.246	150.654	150.079	149.535	149.005	148.527	148.096	147.667	147.305	146.991	146.731	146.52	146.358	146.257	146.19	146.171	146.21	146.3	146.435	146.613	146.85	147.152	147.488	147.871	148.301	148.782	149.306	149.884	150.509	151.19	151.916	152.684	153.497	154.352	155.242	156.181	158.021	160.872	163.812	166.713	169.552	172.352	175.176	177.911	180.446	182.844	185.198	187.297	189.254	191.186	193.04	194.774	196.463	198.074	199.59	201.114	202.455	203.708	204.881	206.028	207.046	208.022	208.996	209.807	210.546	211.156	211.724	212.144	212.52	212.86	213.031	213.131	213.214	213.228	213.171	213.046	212.812	212.534	212.224	211.801	211.352	210.815	210.261	209.634	208.902	208.099	207.213	206.285	205.335	204.292	203.183	202.044	200.843	199.606	198.368	197.103	195.826	194.504	193.126	191.776	190.465	189.169	187.858	186.432	184.931	183.427	181.946	180.566	179.658	179.103	178.51	177.884	177.236	176.565	175.885	175.19	174.479	173.732	172.963	172.155	171.332	170.496	169.635	168.78	167.9	167.008	166.1	165.177	164.25	163.281	162.289	161.354	160.457	159.606	158.785	157.955	157.133	156.269	155.448	154.668	153.906	153.193	152.511	151.866	
149.586	148.919	148.273	147.654	147.087	146.557	146.054	145.586	145.195	144.878	144.611	144.404	144.228	144.111	144.05	144.048	144.103	144.206	144.367	144.564	144.823	145.132	145.489	145.894	146.35	146.865	147.435	148.069	148.751	149.495	150.285	151.127	152.026	152.98	153.985	155.053	157.173	160.494	163.873	167.218	170.487	173.757	177.017	180.043	182.798	185.435	187.838	190.159	192.405	194.544	196.583	198.488	200.417	202.132	203.799	205.354	206.86	208.216	209.569	210.816	211.871	212.929	213.905	214.712	215.385	215.959	216.525	216.997	217.32	217.613	217.778	217.814	217.892	217.879	217.802	217.607	217.398	217.097	216.768	216.33	215.855	215.347	214.762	214.06	213.27	212.406	211.466	210.454	209.355	208.207	207.014	205.755	204.433	203.024	201.564	200.064	198.585	197.098	195.582	194.012	192.459	190.98	189.542	188.095	186.539	184.913	183.323	181.809	180.813	180.213	179.551	178.851	178.117	177.357	176.583	175.801	175.018	174.207	173.375	172.493	171.59	170.671	169.764	168.828	167.901	166.934	165.922	164.9	163.896	162.888	161.838	160.785	159.787	158.807	157.876	156.946	156.045	155.099	154.179	153.328	152.5	151.719	150.969	150.263	
148.133	147.408	146.684	146.035	145.383	144.817	144.279	143.793	143.41	143.096	142.818	142.578	142.399	142.285	142.223	142.234	142.293	142.389	142.543	142.754	143.013	143.337	143.725	144.175	144.683	145.255	145.879	146.558	147.286	148.083	148.944	149.859	150.84	151.886	152.997	154.181	156.576	160.316	164.128	167.869	171.616	175.363	178.942	182.093	185.127	187.86	190.562	193.132	195.573	197.872	200.119	202.156	204.16	206.087	207.853	209.454	211.03	212.523	213.957	215.252	216.328	217.351	218.228	218.971	219.625	220.123	220.683	221.073	221.4	221.606	221.764	221.777	221.808	221.814	221.773	221.584	221.407	221.126	220.811	220.421	219.964	219.435	218.82	218.102	217.294	216.423	215.458	214.396	213.203	211.941	210.607	209.198	207.736	206.234	204.616	202.946	201.209	199.468	197.756	196.03	194.308	192.562	190.951	189.361	187.801	186.124	184.443	182.842	181.788	181.149	180.454	179.715	178.944	178.14	177.318	176.475	175.61	174.725	173.818	172.894	171.936	170.923	169.916	168.943	167.954	166.934	165.843	164.736	163.647	162.54	161.425	160.32	159.243	158.18	157.119	156.1	155.106	154.096	153.084	152.169	151.277	150.445	149.643	148.878	
